ID,Type,SKU,Name,Parent,Published,Is featured?,Visibility in catalog,Description,Short description,Tax status,Tax class,In stock?,Stock,Low stock amount,Sold individually?,Weight (lbs),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Price,Categories,Tags,Image,Gallery Images,Download limit,Download expiry days,Upsells,Cross-sells,External URL,Button text,Position,Attribute:Brand,Attribute:Master Code,Attribute:Pack Description,Attribute:Package Format,Attribute:Size,Attribute:Tier Description,Attribute:Variants,Attribute:Varietal Flavor,Meta:_sku,Meta:total_sales,Meta:_tax_status,Meta:_tax_class,Meta:_manage_stock,Meta:_backorders,Meta:_sold_individually,Meta:_weight,Meta:_virtual,Meta:_downloadable,Meta:_download_limit,Meta:_download_expiry,Meta:_thumbnail_id,Meta:_stock,Meta:_stock_status,Meta:_wc_average_rating,Meta:_wc_review_count,Meta:_product_version,Meta:_price,Meta:_alg_wc_pvbur_visible,Meta:_alg_wc_pvbur_invisible,Meta:_product_attributes,Meta:_sale_price,Meta:_appellation,Meta:_vintage_description,Meta:_brand_short_form,Meta:slide_template,Meta:_regular_price,Meta:_edit_lock,Meta:_unit_of_measure,Meta:_edit_last,Meta:_export,Meta:post_custom_options,Meta:post_views_count,Meta:post_likes_count,Meta:_wp_old_date,Meta:appellation,Meta:stocking_type,Meta:vintage_description,Meta:unit_of_measure,Meta:export,Meta:brand_short_form,Meta:_wp_old_slug,Meta:_order_documentnumber,Meta:EA
2102,simple,P10000-03,FRANZIA CHARD VS AM IBNV,,1,,visible,FRANZIA CHARD VS AM IBNV,,taxable,,0,-1,,0,0,,,,1,,,4.48,4.48,Uncategorized,,http://localhost/sample-store-new/wp-content/uploads/2019/04/11.png,,0,0,,,,,0,FRANZIA,M100103,6PK CEREAL,BIB,3.0L,VINTNERS SELECT,,CHARDONNAY,P10000-03,17,taxable,,yes,no,no,0,no,no,0,0,369,-1,outofstock,0,0,3.8.3,4.48,,,"a:7:{s:8:""pa_brand"";a:6:{s:4:""name"";s:8:""pa_brand"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:14:""pa_master-code"";a:6:{s:4:""name"";s:14:""pa_master-code"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_pack-description"";a:6:{s:4:""name"";s:19:""pa_pack-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:18:""pa_varietal-flavor"";a:6:{s:4:""name"";s:18:""pa_varietal-flavor"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_tier-description"";a:6:{s:4:""name"";s:19:""pa_tier-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:17:""pa_package-format"";a:6:{s:4:""name"";s:17:""pa_package-format"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}}",,,,,,4.48,1647029431:237,,181,,"a:131:{s:10:""body_style"";s:7:""inherit"";s:13:""body_paddings"";s:7:""inherit"";s:10:""theme_skin"";s:7:""inherit"";s:11:""body_scheme"";s:7:""inherit"";s:11:""body_filled"";s:7:""inherit"";s:9:""bg_custom"";s:7:""inherit"";s:8:""bg_color"";s:7:""inherit"";s:10:""bg_pattern"";s:7:""inherit"";s:17:""bg_pattern_custom"";s:7:""inherit"";s:8:""bg_image"";s:7:""inherit"";s:15:""bg_image_custom"";s:7:""inherit"";s:24:""bg_image_custom_position"";s:7:""inherit"";s:13:""bg_image_load"";s:7:""inherit"";s:13:""show_video_bg"";s:7:""inherit"";s:21:""video_bg_youtube_code"";s:7:""inherit"";s:12:""video_bg_url"";s:7:""inherit"";s:16:""video_bg_overlay"";s:7:""inherit"";s:15:""top_panel_style"";s:7:""inherit"";s:15:""top_panel_image"";s:7:""inherit"";s:18:""top_panel_position"";s:7:""inherit"";s:16:""top_panel_scheme"";s:7:""inherit"";s:18:""pushy_panel_scheme"";s:7:""inherit"";s:15:""show_page_title"";s:7:""inherit"";s:16:""show_breadcrumbs"";s:7:""inherit"";s:16:""page_title_image"";s:7:""inherit"";s:9:""menu_main"";s:7:""inherit"";s:18:""show_top_panel_top"";s:7:""inherit"";s:9:""menu_user"";s:7:""inherit"";s:8:""menu_toc"";s:7:""inherit"";s:13:""menu_toc_home"";s:7:""inherit"";s:12:""menu_toc_top"";s:7:""inherit"";s:4:""logo"";s:7:""inherit"";s:10:""logo_fixed"";s:7:""inherit"";s:9:""logo_text"";s:7:""inherit"";s:11:""logo_slogan"";s:7:""inherit"";s:11:""logo_height"";s:7:""inherit"";s:11:""logo_offset"";s:7:""inherit"";s:11:""show_slider"";s:7:""inherit"";s:14:""slider_display"";s:7:""inherit"";s:13:""slider_height"";s:7:""inherit"";s:13:""slider_engine"";s:7:""inherit"";s:12:""slider_alias"";s:7:""inherit"";s:15:""slider_category"";s:7:""inherit"";s:12:""slider_posts"";s:7:""inherit"";s:14:""slider_orderby"";s:7:""inherit"";s:12:""slider_order"";s:7:""inherit"";s:15:""slider_interval"";s:7:""inherit"";s:17:""slider_pagination"";s:7:""inherit"";s:14:""slider_infobox"";s:7:""inherit"";s:20:""slider_info_category"";s:7:""inherit"";s:19:""slider_info_reviews"";s:7:""inherit"";s:24:""slider_info_descriptions"";s:7:""inherit"";s:17:""show_sidebar_main"";s:7:""inherit"";s:19:""sidebar_main_scheme"";s:7:""inherit"";s:12:""sidebar_main"";s:7:""inherit"";s:18:""show_sidebar_outer"";s:7:""inherit"";s:20:""sidebar_outer_scheme"";s:7:""inherit"";s:23:""sidebar_outer_show_logo"";s:7:""inherit"";s:26:""sidebar_outer_show_socials"";s:7:""inherit"";s:23:""sidebar_outer_show_menu"";s:7:""inherit"";s:9:""menu_side"";s:7:""inherit"";s:26:""sidebar_outer_show_widgets"";s:7:""inherit"";s:13:""sidebar_outer"";s:7:""inherit"";s:17:""language_switcher"";s:7:""inherit"";s:21:""show_sidebar_language"";s:7:""inherit"";s:19:""show_sidebar_footer"";s:7:""inherit"";s:19:""sidebar_footer_icon"";s:7:""inherit"";s:21:""sidebar_footer_scheme"";s:7:""inherit"";s:14:""sidebar_footer"";s:7:""inherit"";s:22:""sidebar_footer_columns"";s:7:""inherit"";s:27:""show_testimonials_in_footer"";s:7:""inherit"";s:19:""testimonials_scheme"";s:7:""inherit"";s:18:""testimonials_count"";s:7:""inherit"";s:22:""show_twitter_in_footer"";s:7:""inherit"";s:14:""twitter_scheme"";s:7:""inherit"";s:13:""twitter_count"";s:7:""inherit"";s:14:""show_googlemap"";s:7:""inherit"";s:16:""googlemap_height"";s:7:""inherit"";s:17:""googlemap_address"";s:7:""inherit"";s:16:""googlemap_latlng"";s:7:""inherit"";s:15:""googlemap_title"";s:7:""inherit"";s:21:""googlemap_description"";s:7:""inherit"";s:14:""googlemap_zoom"";s:7:""inherit"";s:15:""googlemap_style"";s:7:""inherit"";s:23:""show_contacts_in_footer"";s:7:""inherit"";s:15:""contacts_scheme"";s:7:""inherit"";s:11:""logo_footer"";s:7:""inherit"";s:18:""logo_footer_height"";s:7:""inherit"";s:24:""show_copyright_in_footer"";s:7:""inherit"";s:16:""copyright_scheme"";s:7:""inherit"";s:11:""menu_footer"";s:7:""inherit"";s:16:""footer_copyright"";s:7:""inherit"";s:11:""custom_code"";s:7:""inherit"";s:10:""custom_css"";s:7:""inherit"";s:10:""blog_style"";s:7:""inherit"";s:11:""hover_style"";s:7:""inherit"";s:9:""hover_dir"";s:7:""inherit"";s:13:""article_style"";s:7:""inherit"";s:18:""dedicated_location"";s:7:""inherit"";s:12:""show_filters"";s:7:""inherit"";s:9:""blog_sort"";s:7:""inherit"";s:10:""blog_order"";s:7:""inherit"";s:14:""posts_per_page"";s:7:""inherit"";s:22:""post_excerpt_maxlength"";s:7:""inherit"";s:30:""post_excerpt_maxlength_masonry"";s:7:""inherit"";s:12:""single_style"";s:7:""inherit"";s:4:""icon"";s:7:""inherit"";s:16:""alter_thumb_size"";s:7:""inherit"";s:19:""show_featured_image"";s:7:""inherit"";s:15:""show_post_title"";s:7:""inherit"";s:25:""show_post_title_on_quotes"";s:7:""inherit"";s:14:""show_post_info"";s:7:""inherit"";s:16:""show_post_author"";s:7:""inherit"";s:14:""show_post_tags"";s:7:""inherit"";s:17:""show_post_related"";s:7:""inherit"";s:18:""post_related_count"";s:7:""inherit"";s:20:""post_related_columns"";s:7:""inherit"";s:18:""show_post_comments"";s:7:""inherit"";s:15:""blog_pagination"";s:7:""inherit"";s:13:""blog_counters"";s:7:""inherit"";s:14:""close_category"";s:7:""inherit"";s:15:""show_date_after"";s:7:""inherit"";s:18:""substitute_gallery"";s:7:""inherit"";s:21:""gallery_instead_image"";s:7:""inherit"";s:18:""gallery_max_slides"";s:7:""inherit"";s:16:""substitute_audio"";s:7:""inherit"";s:16:""substitute_video"";s:7:""inherit"";s:10:""show_share"";s:7:""inherit"";s:19:""show_share_counters"";s:7:""inherit"";s:13:""share_caption"";s:7:""inherit"";s:17:""shop_loop_columns"";s:7:""inherit"";}",,,,AMERICAN,M,,EA,BLANK,FRZ,,,
2111,simple,P10002-01,FRANZIA CHARD VS AM IBNV,,1,,hidden,FRANZIA CHARD VS AM IBNV,,taxable,,0,0,,0,0,,,,1,,,1.49,1.49,Uncategorized,,http://localhost/sample-store-new/wp-content/uploads/2019/04/11.png,,0,0,,,,,0,FRANZIA,M10002,6PK BOX,BIB,1.5L,VINTNERS SELECT,,CHARDONNAY,P10002-01,0,taxable,,yes,no,no,0,no,no,0,0,5008,0,outofstock,0,0,3.8.0,1.49,,,"a:7:{s:8:""pa_brand"";a:6:{s:4:""name"";s:8:""pa_brand"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:14:""pa_master-code"";a:6:{s:4:""name"";s:14:""pa_master-code"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_pack-description"";a:6:{s:4:""name"";s:19:""pa_pack-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""2"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:18:""pa_varietal-flavor"";a:6:{s:4:""name"";s:18:""pa_varietal-flavor"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""3"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_tier-description"";a:6:{s:4:""name"";s:19:""pa_tier-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""4"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""5"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:17:""pa_package-format"";a:6:{s:4:""name"";s:17:""pa_package-format"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""6"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}}",,,,,,1.49,,,,,,,,,AMERICAN,M,NON VINTAGE,EA,,FRZ,,,
2112,simple,P10002-02,FRANZIA CHARD VS AM IBNV,,1,,visible,FRANZIA CHARD VS AM IBNV,,taxable,,0,0,,0,0,,,,1,,,1.49,1.49,Uncategorized,,http://localhost/sample-store-new/wp-content/uploads/2019/04/11.png,,0,0,,,,,0,FRANZIA,M10002,6PK BOX,BIB,1.5L,VINTNERS SELECT,,CHARDONNAY,P10002-02,0,taxable,,yes,no,no,0,no,no,0,0,5008,0,outofstock,0,0,3.8.0,1.49,,,"a:7:{s:8:""pa_brand"";a:6:{s:4:""name"";s:8:""pa_brand"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:14:""pa_master-code"";a:6:{s:4:""name"";s:14:""pa_master-code"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_pack-description"";a:6:{s:4:""name"";s:19:""pa_pack-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""2"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:18:""pa_varietal-flavor"";a:6:{s:4:""name"";s:18:""pa_varietal-flavor"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""3"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_tier-description"";a:6:{s:4:""name"";s:19:""pa_tier-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""4"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""5"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:17:""pa_package-format"";a:6:{s:4:""name"";s:17:""pa_package-format"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""6"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}}",,,,,,1.49,,,,,,,,,AMERICAN,M,NON VINTAGE,EA,,FRZ,,,
2113,simple,P10002-03,FRANZIA CHARD VS AM IBNV,,1,,visible,FRANZIA CHARD VS AM IBNV,,taxable,,0,0,,0,0,,,,1,,,1.49,1.49,Uncategorized,,http://localhost/sample-store-new/wp-content/uploads/2019/04/11.png,,0,0,,,,,0,FRANZIA,M1001115,6PK BOX,BIB,1.5L,VINTNERS SELECT,,CHARDONNAY,P10002-03,6,taxable,,yes,no,no,0,no,no,0,0,369,0,outofstock,0,0,3.8.3,1.49,,,"a:7:{s:8:""pa_brand"";a:6:{s:4:""name"";s:8:""pa_brand"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:14:""pa_master-code"";a:6:{s:4:""name"";s:14:""pa_master-code"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_pack-description"";a:6:{s:4:""name"";s:19:""pa_pack-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:18:""pa_varietal-flavor"";a:6:{s:4:""name"";s:18:""pa_varietal-flavor"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_tier-description"";a:6:{s:4:""name"";s:19:""pa_tier-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:17:""pa_package-format"";a:6:{s:4:""name"";s:17:""pa_package-format"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}}",,,,,,1.49,,,,,,2,,,AMERICAN,M,,EA,BLANK,FRZ,,,
2114,simple,P10004-01,FRANZIA WHITE VS CA IBNV CHN,,1,,hidden,FRANZIA WHITE VS CA IBNV CHN,,taxable,,0,0,,0,0,,,,1,,,4.48,4.48,Uncategorized,,http://localhost/sample-store-new/wp-content/uploads/2019/04/11.png,,0,0,,,,,0,FRANZIA,M10004,6PK CEREAL,BIB,3.0L,VINTNERS SELECT,,WHITE,P10004-01,0,taxable,,yes,no,no,0,no,no,0,0,5008,0,outofstock,0,0,3.8.0,4.48,,,"a:7:{s:8:""pa_brand"";a:6:{s:4:""name"";s:8:""pa_brand"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:14:""pa_master-code"";a:6:{s:4:""name"";s:14:""pa_master-code"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_pack-description"";a:6:{s:4:""name"";s:19:""pa_pack-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""2"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:18:""pa_varietal-flavor"";a:6:{s:4:""name"";s:18:""pa_varietal-flavor"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""3"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_tier-description"";a:6:{s:4:""name"";s:19:""pa_tier-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""4"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""5"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:17:""pa_package-format"";a:6:{s:4:""name"";s:17:""pa_package-format"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""6"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}}",,,,,,4.48,,,,,,,,,CALIFORNIA,M,NON VINTAGE,EA,,FRZ,,,
2115,simple,P10005-02,FRANZIA CHABLIS WC AM IBNV,,1,,hidden,FRANZIA CHABLIS WC AM IBNV,,taxable,,0,0,,0,0,,,,1,,,4.48,4.48,Uncategorized,,http://localhost/sample-store-new/wp-content/uploads/2019/04/11.png,,0,0,,,,,0,FRANZIA,M10005,6PK CEREAL,BIB,3.0L,WORLD CLASSIC,,CHABLIS,P10005-02,0,taxable,,yes,no,no,0,no,no,0,0,5008,0,outofstock,0,0,3.8.0,4.48,,,"a:7:{s:8:""pa_brand"";a:6:{s:4:""name"";s:8:""pa_brand"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:14:""pa_master-code"";a:6:{s:4:""name"";s:14:""pa_master-code"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_pack-description"";a:6:{s:4:""name"";s:19:""pa_pack-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""2"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:18:""pa_varietal-flavor"";a:6:{s:4:""name"";s:18:""pa_varietal-flavor"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""3"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_tier-description"";a:6:{s:4:""name"";s:19:""pa_tier-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""4"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""5"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:17:""pa_package-format"";a:6:{s:4:""name"";s:17:""pa_package-format"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""6"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}}",,,,,,4.48,,,,,,,,,AMERICAN,M,NON VINTAGE,EA,,FRZ,,,
2116,simple,P10005-03,FRANZIA CHABLIS WC AM IBNV,,1,,visible,FRANZIA CHABLIS WC AM IBNV,,taxable,,0,0,,0,0,,,,1,,,4.48,4.48,Uncategorized,,http://localhost/sample-store-new/wp-content/uploads/2019/04/11.png,,0,0,,,,,0,FRANZIA,M100433,6PK CEREAL,BIB,3.0L,WORLD CLASSIC,,CHABLIS,P10005-03,4,taxable,,yes,no,no,0,no,no,0,0,5008,0,outofstock,0,0,3.8.3,4.48,,,"a:7:{s:8:""pa_brand"";a:6:{s:4:""name"";s:8:""pa_brand"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:14:""pa_master-code"";a:6:{s:4:""name"";s:14:""pa_master-code"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_pack-description"";a:6:{s:4:""name"";s:19:""pa_pack-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""2"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:18:""pa_varietal-flavor"";a:6:{s:4:""name"";s:18:""pa_varietal-flavor"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""3"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_tier-description"";a:6:{s:4:""name"";s:19:""pa_tier-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""4"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""5"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:17:""pa_package-format"";a:6:{s:4:""name"";s:17:""pa_package-format"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""6"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}}",,,,,,4.48,,,,,,,,,AMERICAN,M,,EA,BLANK,FRZ,,,
2117,simple,P10006-01,FRANZIA CRISP WHITE HWF SNNV,,1,,hidden,FRANZIA CRISP WHITE HWF SNNV,,taxable,,0,0,,0,0,,,,1,,,7.47,7.47,Uncategorized,,http://localhost/sample-store-new/wp-content/uploads/2019/04/11.png,,0,0,,,,,0,FRANZIA,M10006,4PK CEREAL,BIB,5.0L,HOUSE WINE FAVORITES,,CRISP WHITE,P10006-01,0,taxable,,yes,no,no,0,no,no,0,0,5008,0,outofstock,0,0,3.8.0,7.47,,,"a:7:{s:8:""pa_brand"";a:6:{s:4:""name"";s:8:""pa_brand"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:14:""pa_master-code"";a:6:{s:4:""name"";s:14:""pa_master-code"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_pack-description"";a:6:{s:4:""name"";s:19:""pa_pack-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""2"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:18:""pa_varietal-flavor"";a:6:{s:4:""name"";s:18:""pa_varietal-flavor"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""3"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:19:""pa_tier-description"";a:6:{s:4:""name"";s:19:""pa_tier-description"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""4"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""5"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}s:17:""pa_package-format"";a:6:{s:4:""name"";s:17:""pa_package-format"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""6"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""1"";}}",,,,,,7.47,,,,,,,,,NOT APPLICABLE,M,NON VINTAGE,EA,,FRZ,,,
